order_id,order_date,region,category,unit_price,quantity,discount,revenue,customer_satisfaction
1398,2025-11-16,North,Clothing,379.66,6,0.05,2164.06,3.3
1399,2025-09-30,South,Electronics,69.62,5,0.0,348.08,4.2
1400,2025-05-04,South,Furniture,90.98,3,0.05,259.28,5.0
1401,2025-07-15,South,Groceries,230.93,8,0.05,1755.04,5.0
1402,2025-07-13,West,Electronics,105.35,13,0.05,1301.08,4.6
1403,2025-09-20,East,Furniture,99.67,13,0.05,1230.94,4.2
1404,2025-04-01,North,Furniture,204.43,4,0.15,695.06,4.6
1405,2025-05-02,West,Electronics,92.41,7,0.1,582.17,3.5
1406,2025-03-31,West,Electronics,40.7,10,0.0,407.02,3.9
1407,2025-04-19,North,Furniture,179.49,9,0.15,1373.1,3.3
1408,2025-02-28,West,Groceries,22.66,1,0.15,19.26,3.0
1409,2025-01-14,North,Electronics,161.26,9,0.0,1451.37,4.3
1410,2025-12-10,West,Furniture,86.2,1,0.05,81.89,4.1
1411,2025-01-28,East,Electronics,70.14,2,0.0,140.27,4.6
1412,2025-11-21,East,Clothing,68.87,10,0.1,619.83,4.4
1413,2025-01-02,North,Furniture,78.24,2,0.0,156.47,4.2
1414,2025-10-11,West,Groceries,63.11,5,0.1,284.0,4.4
1415,2025-04-30,North,Clothing,115.42,9,0.0,1038.74,4.0
1416,2025-07-08,North,Groceries,64.72,10,0.05,614.8,4.3
1417,2025-04-14,North,Clothing,15.63,7,0.2,87.53,3.4
1418,2025-06-29,East,Furniture,86.63,2,0.0,173.27,4.3
1419,2025-06-14,North,Groceries,14.66,12,0.15,149.51,4.5
1420,2025-07-13,West,Furniture,86.25,14,0.2,965.98,3.5
1421,2025-05-24,East,Groceries,62.21,13,0.15,687.37,4.0
1422,2025-07-15,North,Groceries,153.99,11,0.0,1693.92,3.5
1423,2025-10-29,North,Clothing,72.2,6,0.15,368.21,3.6
1424,2025-06-08,North,Clothing,140.31,13,0.0,1823.98,3.1
1425,2025-05-12,East,Furniture,130.43,7,0.0,912.98,5.0
1426,2025-02-18,West,Groceries,132.7,2,0.15,225.59,4.9
1427,2025-05-12,North,Clothing,74.01,12,0.1,799.26,4.4
1428,2025-02-15,West,Groceries,90.09,5,0.05,427.93,5.0
1429,2025-03-08,North,Furniture,113.44,14,0.0,1588.19,3.8
1430,2025-12-14,West,Groceries,91.95,6,0.15,468.94,
1431,2025-02-02,West,Furniture,72.31,13,0.1,846.02,3.8
1432,2025-06-25,East,Electronics,43.72,8,0.05,332.25,4.2
1433,2025-11-01,East,Electronics,87.32,7,0.15,519.52,3.7
1434,2025-12-14,West,Clothing,25.02,5,0.0,125.1,4.3
1435,2025-02-23,North,Furniture,13.54,12,0.0,162.44,4.7
1436,2025-03-01,North,Electronics,36.09,1,0.1,32.48,3.9
1437,2025-05-16,North,Furniture,131.73,7,0.2,737.69,5.0
1438,2025-07-22,South,Clothing,101.01,6,0.0,606.06,4.2
1439,2025-12-17,East,Furniture,132.57,8,0.0,1060.55,4.2
1440,2025-03-17,East,Groceries,51.98,4,0.0,207.91,3.3
1441,2025-03-02,West,Groceries,163.79,10,0.15,1392.22,4.3
1442,2025-04-03,North,Clothing,27.69,6,0.0,166.15,3.9
1443,2025-11-16,East,Groceries,37.21,3,0.05,106.04,3.5
1444,2025-01-11,North,Furniture,162.03,3,0.2,388.87,3.4
1445,2025-05-19,North,Electronics,96.26,10,0.0,962.58,5.0
1446,2025-02-13,East,Electronics,133.07,4,0.05,505.67,3.8
1447,2025-02-27,West,Groceries,101.29,5,0.05,481.13,2.8
1448,2025-12-01,East,Groceries,57.62,9,0.15,440.78,3.4
1449,2025-01-01,North,Clothing,33.65,5,0.0,168.25,4.0
1450,2025-04-28,East,Electronics,17.44,6,0.05,99.38,4.4
1451,2025-12-01,North,Furniture,242.76,4,0.0,971.04,4.4
1452,2025-08-10,West,Electronics,21.85,5,0.1,98.34,4.5
1453,2025-01-27,East,Electronics,200.26,10,0.1,1802.32,3.5
1454,2025-06-19,North,Electronics,92.78,8,0.0,742.22,4.3
1455,2025-12-21,North,Clothing,103.34,14,0.0,1446.75,3.3
1456,2025-05-27,North,Electronics,98.96,11,0.15,925.28,3.5
1457,2025-07-12,West,Groceries,122.72,1,0.0,122.72,3.3
1458,2025-07-14,South,Furniture,48.25,6,0.0,289.49,3.0
1459,2025-08-30,East,Furniture,11.62,5,0.05,55.17,4.9
1460,2025-03-10,East,Clothing,56.74,9,0.0,510.62,4.6
1461,2025-11-03,,Groceries,116.17,4,0.0,464.68,4.8
1462,2025-12-27,North,Furniture,37.51,14,0.05,498.82,4.0
1463,2025-02-22,West,Electronics,166.28,5,0.0,831.42,4.6
1464,2025-10-26,South,Electronics,79.23,8,0.05,602.18,2.6
1465,2025-10-26,East,Groceries,34.71,2,0.1,62.48,4.7
1466,2025-09-28,East,Electronics,95.63,13,0.05,1181.07,4.1
1467,2025-05-16,East,Clothing,114.92,13,0.0,1493.92,4.5
1468,2025-06-21,West,Furniture,120.28,12,0.15,1226.89,4.3
1469,2025-11-03,North,Groceries,2.58,5,0.0,12.89,3.2
1470,2025-02-25,South,Electronics,162.14,1,0.1,145.93,2.8
1471,2025-10-30,South,Groceries,25.83,10,0.0,258.3,3.4
1472,2025-12-03,South,Clothing,162.28,7,0.1,1022.36,4.5
1473,2025-09-06,North,Furniture,171.58,14,0.0,2402.16,4.6
1474,2025-05-05,North,Electronics,33.71,10,0.0,337.11,2.9
1475,2025-07-24,North,Groceries,39.51,8,0.05,300.29,
1476,2025-01-19,South,Furniture,137.34,14,0.0,1922.75,3.4
1477,2025-12-07,South,Furniture,65.01,12,0.0,780.11,
1478,2025-05-05,East,Furniture,187.31,7,0.1,1180.08,2.9
1479,2025-01-21,East,Electronics,219.59,1,0.15,186.65,2.9
1480,2025-10-17,South,Furniture,34.68,2,0.0,69.35,3.3
1481,2025-08-29,South,Electronics,47.52,7,0.15,282.73,4.1
1482,2025-08-16,North,Electronics,92.37,8,0.1,665.07,3.1
1483,2025-01-20,East,Furniture,11.24,1,0.15,9.56,3.9
1484,2025-10-02,South,Electronics,17.96,2,0.1,32.32,4.8
1485,2025-08-21,North,Furniture,43.4,10,0.1,390.63,3.0
1486,2025-10-17,South,Groceries,265.93,11,0.05,2778.95,3.8
1487,2025-10-29,South,Electronics,101.93,1,0.1,91.74,4.8
1488,2025-03-19,North,Electronics,53.58,8,0.2,342.93,3.7
1489,2025-03-18,East,Electronics,39.26,2,0.0,78.51,3.5
1490,2025-12-04,East,Clothing,33.39,11,0.0,367.28,4.9
1491,2025-07-13,East,Furniture,56.54,12,0.0,678.45,3.8
1492,2025-06-09,East,Furniture,54.16,13,0.2,563.27,4.9
1493,2025-04-15,East,Electronics,73.49,9,0.05,628.37,4.3
1494,2025-08-22,South,Furniture,118.48,9,0.1,959.69,3.7
1495,2025-10-03,East,Furniture,81.55,13,0.15,901.16,4.4
1496,2025-01-01,South,Furniture,142.53,9,0.2,1026.25,4.3
1497,2025-07-21,South,Clothing,69.83,7,0.0,488.84,4.8
1498,2025-12-29,East,Groceries,229.85,11,0.1,2275.54,3.6
1499,2025-04-13,South,Furniture,140.36,9,0.15,1073.73,
1500,2025-04-13,South,Groceries,100.1,12,0.0,1201.19,4.0
